Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2002-02-13 00:00:00-05:00,1.6201284324090222,1.6933498919343073,1.6032958650042581,1.691666603088379,76216000,0.0,0.0
2002-02-14 00:00:00-05:00,1.7127069779419912,1.716073394607065,1.6706257262015356,1.683250069618225,11021600,0.0,0.0
2002-02-15 00:00:00-05:00,1.6832500569568818,1.68745811788838,1.6580013703134224,1.6748337745666504,8389600,0.0,0.0
2002-02-19 00:00:00-05:00,1.666417795821863,1.666417795821863,1.5780472159401218,1.60750412940979,7410400,0.0,0.0
2002-02-20 00:00:00-05:00,1.615920543900883,1.6622098684310913,1.6032960367314837,1.6622098684310913,6892800,0.0,0.0
2002-02-21 00:00:00-05:00,1.6563184915100027,1.670626126954994,1.6411692115650385,1.6580017805099487,6976800,0.0,0.0
2002-02-22 00:00:00-05:00,1.6706259454888583,1.6706259454888583,1.6159203431510243,1.6285446882247925,3525600,0.0,0.0
2002-02-25 00:00:00-05:00,1.624336739665523,1.6537936568153713,1.605821041141728,1.6411693096160889,3453600,0.0,0.0
2002-02-26 00:00:00-05:00,1.632753024640806,1.658001879566655,1.6066626856919848,1.6411693096160889,2761600,0.0,0.0
2002-02-27 00:00:00-05:00,1.628544664998102,1.6293863093946503,1.599087753227926,1.611712098121643,4091200,0.0,0.0
2002-02-28 00:00:00-05:00,1.6159204133335903,1.6369610428794585,1.60750412940979,1.60750412940979,2751200,0.0,0.0
2002-03-01 00:00:00-05:00,1.6032956675477572,1.6453769203498214,1.5974043178398265,1.63022780418396,1913600,0.0,0.0
2002-03-04 00:00:00-05:00,1.636961149592448,1.6672595489551023,1.6344362160925292,1.6580017805099487,3180800,0.0,0.0
2002-03-05 00:00:00-05:00,1.6495855479080126,1.6537936100129236,1.6125539913811333,1.6201286315917969,3444800,0.0,0.0
2002-03-06 00:00:00-05:00,1.619286760257976,1.6352776829659528,1.6159203431510243,1.6285446882247925,1316800,0.0,0.0
2002-03-07 00:00:00-05:00,1.6285443977747212,1.7337475221719612,1.6285443977747212,1.7185982465744019,2700800,0.0,0.0
2002-03-08 00:00:00-05:00,1.7084988310554923,1.7674126502755754,1.7084988310554923,1.7589963674545288,1600800,0.0,0.0
2002-03-11 00:00:00-05:00,1.750580316658775,1.8010778597508532,1.7463722549541285,1.781720519065857,5462400,0.0,0.0
2002-03-12 00:00:00-05:00,1.7674128047056807,1.8431590356590442,1.7674128047056807,1.7842453718185425,5819200,0.0,0.0
2002-03-13 00:00:00-05:00,1.784245294523696,1.8094939835719395,1.73795581723225,1.76909601688385,5063200,0.0,0.0
2002-03-14 00:00:00-05:00,1.7690957125417601,1.7842449875754374,1.7539464375080829,1.7674124240875244,1696800,0.0,0.0
2002-03-15 00:00:00-05:00,1.7674127629364396,1.7758290462939685,1.6748339670581278,1.7127071619033813,1708000,0.0,0.0
2002-03-18 00:00:00-05:00,1.716915154027078,1.716915154027078,1.6032957346040349,1.6243363618850708,2207200,0.0,0.0
2002-03-19 00:00:00-05:00,1.6369607056272222,1.6411687664585313,1.5654225478043529,1.5738388299942017,3229600,0.0,0.0
2002-03-20 00:00:00-05:00,1.5612146271495049,1.5612146271495049,1.4307627899259818,1.5166085958480835,9236000,0.0,0.0
2002-03-21 00:00:00-05:00,1.5166084443391203,1.6201282914479573,1.5166084443391203,1.5780470371246338,4427200,0.0,0.0
2002-03-22 00:00:00-05:00,1.5780470460776905,1.6487435665841508,1.5578480631511658,1.6243363618850708,2494400,0.0,0.0
2002-03-25 00:00:00-05:00,1.6411694349498822,1.667259775891186,1.6142374493940463,1.6596851348876953,7571200,0.0,0.0
2002-03-26 00:00:00-05:00,1.6832501230994055,1.6916664058203505,1.6647344295351187,1.681566834449768,1816800,0.0,0.0
2002-03-27 00:00:00-05:00,1.6815666631668305,1.7674124492272598,1.6748336697813395,1.7337474822998047,1369600,0.0,0.0
2002-03-28 00:00:00-05:00,1.7253314679086715,1.7337477510770907,1.691666495762245,1.700082778930664,1714400,0.0,0.0
2002-04-01 00:00:00-05:00,1.68745856672222,1.68745856672222,1.5990879794378798,1.6032960414886475,1880000,0.0,0.0
2002-04-02 00:00:00-05:00,1.5990882868120344,1.5990882868120344,1.5443826670002423,1.5687897205352783,2098400,0.0,0.0
2002-04-03 00:00:00-05:00,1.5696311933880605,1.582255541112309,1.551957138679571,1.5654231309890747,567200,0.0,0.0
2002-04-04 00:00:00-05:00,1.5612147282232685,1.6032959894748635,1.5612147282232685,1.5948798656463623,763200,0.0,0.0
2002-04-05 00:00:00-05:00,1.5948797005432636,1.632752735432692,1.5561648607254028,1.5561648607254028,837600,0.0,0.0
2002-04-08 00:00:00-04:00,1.5654224955140543,1.5654224955140543,1.495567628567985,1.5401736497879028,1558400,0.0,0.0
2002-04-09 00:00:00-04:00,1.5317579737689697,1.6159204962721598,1.5317579737689697,1.5948798656463623,3562400,0.0,0.0
2002-04-10 00:00:00-04:00,1.590671485665201,1.6032958306849134,1.5780471406454883,1.5923547744750977,1302400,0.0,0.0
2002-04-11 00:00:00-04:00,1.5915134610809587,1.5915134610809587,1.5570068359375,1.5570068359375,1444000,0.0,0.0
2002-04-12 00:00:00-04:00,1.5696302847333867,1.5696302847333867,1.5199744066400094,1.5359653234481812,1236000,0.0,0.0
2002-04-15 00:00:00-04:00,1.5317580223304255,1.5628980667485688,1.5309163778154382,1.5620564222335815,1559200,0.0,0.0
2002-04-16 00:00:00-04:00,1.57804673439578,1.6159199202321648,1.57804673439578,1.5990873575210571,1225600,0.0,0.0
2002-04-17 00:00:00-04:00,1.6201288366015494,1.7042913735678638,1.6201288366015494,1.6672598123550415,3348800,0.0,0.0
2002-04-18 00:00:00-04:00,1.6672598123550415,1.6958750877657722,1.6613684604517673,1.6672598123550415,984800,0.0,0.0
2002-04-19 00:00:00-04:00,1.6672589147565127,1.7127067373037816,1.6672589147565127,1.705973744392395,646400,0.0,0.0
2002-04-22 00:00:00-04:00,1.6958744130349146,1.6958744130349146,1.667259149009226,1.683250069618225,772800,0.0,0.0
2002-04-23 00:00:00-04:00,1.6790420513706832,1.7042907388464004,1.641168859629867,1.6453769207000732,824800,0.0,0.0
2002-04-24 00:00:00-04:00,1.6428519620399855,1.65042659952951,1.632752391878212,1.633594036102295,1064800,0.0,0.0
2002-04-25 00:00:00-04:00,1.6335944205680986,1.6335944205680986,1.6133954360179505,1.632752776145935,1727200,0.0,0.0
2002-04-26 00:00:00-04:00,1.6243366936967079,1.6479022588551364,1.6201286315917969,1.6201286315917969,1653600,0.0,0.0
2002-04-29 00:00:00-04:00,1.6117121685581233,1.6117121685581233,1.5822552555005953,1.5906715393066406,2562400,0.0,0.0
2002-04-30 00:00:00-04:00,1.5780473481294865,1.6243366727970405,1.573839286078719,1.6032960414886475,6894400,0.0,0.0
2002-05-01 00:00:00-04:00,1.6243364634041562,1.7253315448760986,1.6243364634041562,1.7253315448760986,1672000,0.0,0.0
2002-05-02 00:00:00-04:00,1.7169158405422518,1.7665717536227774,1.7169158405422518,1.7531057596206665,3316000,0.0,0.0
2002-05-03 00:00:00-04:00,1.7505800724029539,1.7514217167319028,1.7303810900899093,1.750580072402954,463200,0.0,0.0
2002-05-06 00:00:00-04:00,1.7497387594382323,1.901231221840762,1.7497387594382323,1.8305346965789795,2146400,0.0,0.0
2002-05-07 00:00:00-04:00,1.8221184833638544,1.8515753967817439,1.8052860760731058,1.809494137763977,452800,0.0,0.0
2002-05-08 00:00:00-04:00,1.8263268827848433,1.8936568395351825,1.8263268827848433,1.8852405548095703,658400,0.0,0.0
2002-05-09 00:00:00-04:00,1.8936567882494972,1.952570619205947,1.8936567882494972,1.9231137037277222,847200,0.0,0.0
2002-05-10 00:00:00-04:00,1.9357383881935288,1.9719283054832546,1.851575849576419,1.8566255569458008,696000,0.0,0.0
2002-05-13 00:00:00-04:00,1.8574667473598692,1.8574667473598692,1.7547885331463329,1.809494137763977,1929600,0.0,0.0
2002-05-14 00:00:00-04:00,1.851575144495419,1.88524011501716,1.7505800724029539,1.750580072402954,3958400,0.0,0.0
2002-05-15 00:00:00-04:00,1.742163845015894,1.7674125312514504,1.6706256866455078,1.6706256866455078,5829600,0.0,0.0
2002-05-16 00:00:00-04:00,1.6706256091131169,1.7421637641634746,1.6706256091131169,1.7337474822998047,5286400,0.0,0.0
2002-05-17 00:00:00-04:00,1.7463720212950133,1.809493901582785,1.7463720212950133,1.786769986152649,4351200,0.0,0.0
2002-05-20 00:00:00-04:00,1.7867704983912198,1.8094944203359415,1.775829439970033,1.7993948459625244,2336000,0.0,0.0
2002-05-21 00:00:00-04:00,1.9020728571883698,1.9062809186966772,1.7211234833677913,1.7253315448760986,3872000,0.0,0.0
2002-05-22 00:00:00-04:00,1.721964765687153,1.8094938474542954,1.7084987778040908,1.788453221321106,1847200,0.0,0.0
2002-05-23 00:00:00-04:00,1.7884533171205863,1.9104890194408894,1.7884533171205863,1.8860818147659302,2157600,0.0,0.0
2002-05-24 00:00:00-04:00,1.8801907971039697,1.9946518809971394,1.8801907971039697,1.9744527339935303,2212000,0.0,0.0
2002-05-28 00:00:00-04:00,1.9820268155202547,2.0443072069328814,1.9609861904700303,2.037574052810669,2082400,0.0,0.0
2002-05-29 00:00:00-04:00,2.037574771882469,2.037574771882469,1.9778194527049073,1.9862357378005981,4728000,0.0,0.0
2002-05-30 00:00:00-04:00,1.9862349284013585,1.9862349284013585,1.9483617411678784,1.9576196670532227,3941600,0.0,0.0
2002-05-31 00:00:00-04:00,1.9576203586483185,2.04514930152669,1.9576203586483185,2.035891532897949,2708000,0.0,0.0
2002-06-03 00:00:00-04:00,2.0358912134497,2.0358912134497,1.9475204793934902,1.9567784070968628,1817600,0.0,0.0
2002-06-04 00:00:00-04:00,1.9534111973614943,2.011483356886708,1.927320871991639,1.9719270467758179,1933600,0.0,0.0
2002-06-05 00:00:00-04:00,1.9778190351301623,1.9929683129984985,1.944995706766936,1.9567784070968628,1752000,0.0,0.0
2002-06-06 00:00:00-04:00,1.9567784070968628,1.9904433798446917,1.9517287013165017,1.9567784070968628,1403200,0.0,0.0
2002-06-07 00:00:00-04:00,1.9357377023804874,1.9559366852290143,1.8987061535612317,1.9315296411514282,1752000,0.0,0.0
2002-06-10 00:00:00-04:00,1.9315300510692799,1.9609868069786291,1.8768242803181339,1.893656849861145,854400,0.0,0.0
2002-06-11 00:00:00-04:00,1.9037563512585702,1.9146974086761477,1.8953400668072862,1.9146974086761475,323200,0.0,0.0
2002-06-12 00:00:00-04:00,1.8944984840604717,1.8953401285857607,1.8364262960337545,1.8852405548095703,532000,0.0,0.0
2002-06-13 00:00:00-04:00,1.8852394813810796,1.9441532803884083,1.8599908021077602,1.9323704242706299,1297600,0.0,0.0
2002-06-14 00:00:00-04:00,1.9306886220520205,1.9306886220520205,1.796870176882201,1.8944987058639526,718400,0.0,0.0
2002-06-17 00:00:00-04:00,1.902073055716972,1.9736112325157802,1.902073055716972,1.9374213218688965,936800,0.0,0.0
2002-06-18 00:00:00-04:00,1.9374215908753933,1.9483626497744582,1.8768244630427386,1.8953403234481812,260000,0.0,0.0
2002-06-19 00:00:00-04:00,1.8936560076215994,1.948361593514115,1.8936560076215994,1.9357372522354126,905600,0.0,0.0
2002-06-20 00:00:00-04:00,1.9239550544444288,1.9239550544444288,1.833901193283163,1.8431589603424072,509600,0.0,0.0
2002-06-21 00:00:00-04:00,1.8305342963763644,1.8305342963763644,1.7589961423435678,1.7674124240875244,1016000,0.0,0.0
2002-06-24 00:00:00-04:00,1.7674129911631757,1.7674129911631757,1.6748341833301261,1.7270150184631348,1092800,0.0,0.0
2002-06-25 00:00:00-04:00,1.7270146648265279,1.7497385800149077,1.681566834449768,1.681566834449768,829600,0.0,0.0
2002-06-26 00:00:00-04:00,1.6622098194380055,1.6622098194380055,1.5452239645272983,1.5948798656463623,2882400,0.0,0.0
2002-06-27 00:00:00-04:00,1.6075038485908522,1.683250069618225,1.591512927981853,1.683250069618225,1632000,0.0,0.0
2002-06-28 00:00:00-04:00,1.6790423456279793,1.7943449086420518,1.6689427725513672,1.766571283340454,3480000,0.0,0.0
2002-07-01 00:00:00-04:00,1.7589967685683965,1.7665714087819018,1.6537936106333575,1.6613682508468628,1088000,0.0,0.0
2002-07-02 00:00:00-04:00,1.660526479668555,1.660526479668555,1.5039843017595407,1.5788888931274414,1637600,0.0,0.0
2002-07-03 00:00:00-04:00,1.5738394064828753,1.6075043870463364,1.4518036713471285,1.5570068359375,2226400,0.0,0.0
2002-07-05 00:00:00-04:00,1.565422599872259,1.6378022438470425,1.565422599872259,1.5999292135238647,455200,0.0,0.0
2002-07-08 00:00:00-04:00,1.6075044881620622,1.712707659369955,1.5965632684611535,1.6672598123550415,1433600,0.0,0.0
